id,cfname,namefaci,region,region_psgc,province,province_psgc,city_mun,city_mun_psgc,north_coord,east_coord,updateddate,addeddate,reportdate,ibc,mechvent_facown,mechven_outsrc,swab_tr,swab_untr,spec_stor,spec_stor_temp,spec_trans,spec_trans_temp,ipc_fac_mng,ipc_safety_ofc,ipc_officer,ipc_zoning,ipc_pt_place,ipc_tempcheck,ipc_symptom,ipc_WHO,ipc_disinfect,ipc_waste,ipc_exitentrance,ipc_dedicatedhcw,ipc_rtw,ipc_training,ipc_transport,phic_irm
613,DOMINGO B. FLORES DISTRICT HOSPITAL,DOMINGO B. FLORES DISTRICT HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,MACABEBE,PH035410000,0.0,0.0,2020-07-03 20:12:04,2020-07-03 20:12:04,2020-07-03 00:00:00,40,0,0,2,0,0,0,0,50,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
899,MABALACAT DISTRICT HOSPITAL,MABALACAT DISTRICT HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,MABALACAT CITY,PH035409000,0.0,0.0,2020-07-31 09:35:22,2020-07-08 15:40:11,2020-07-31 00:00:00,71,0,0,1,5,1,1,1,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
1491,HOLY TRINITY GENERAL HOSPITAL,HOLY TRINITY GENERAL HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,ARAYAT,PH035403000,0.0,0.0,2020-10-07 09:40:13,2020-10-07 09:40:13,2020-10-07 00:00:00,41,7,0,5,4,1,1,100,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1019,PAMPANGA EENT AND GENERAL HOSPITAL,PAMPANGA EENT AND GENERAL HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,CITY OF SAN FERNANDO (CAPITAL),PH035416000,0.0,0.0,2020-07-12 06:59:25,2020-07-12 06:59:25,2020-07-12 00:00:00,15,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1186,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,CITY OF SAN FERNANDO (CAPITAL),PH035416000,0.0,0.0,2020-07-17 18:37:32,2020-07-17 18:37:32,2020-07-17 00:00:00,716,33,25,15,15,1,1,31,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
316,ST. CATHERINE OF ALEXANDRIA FOUNDATION & MEDICAL CENTER,ST. CATHERINE OF ALEXANDRIA FOUNDATION AND MEDICAL CENTER,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,ANGELES CITY,PH035401000,0.0,0.0,2020-07-03 08:56:42,2020-07-03 08:56:42,2020-07-03 00:00:00,49,0,2,2,0,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1445,HTC SPECIALTY CLINIC & DIAGNOSTIC LABORATORY,HTC SPECIALTY CLINIC & DIAGNOSTIC LABORATORY,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,SANTA ANA,PH035419000,0.0,0.0,2020-08-25 08:36:55,2020-08-25 08:36:55,2020-08-25 00:00:00,15,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
1241,PAMPANGA PREMIER MEDICAL CENTER INC.,"PAMPANGA PREMIER MEDICAL CENTER, INC.",REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,APALIT,PH035402000,0.0,0.0,2020-07-24 10:06:06,2020-07-24 10:06:06,2020-07-24 00:00:00,55,4,0,1,12,1,1,2,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1404,ST. JOHN PAUL II MEDICAL CENTER CORP.,ST. JOHN PAUL II MEDICAL CENTER CORP.,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,MAGALANG,PH035411000,0.0,0.0,2020-08-05 17:55:05,2020-08-05 17:55:05,2020-08-05 00:00:00,41,0,0,2,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
541,"OUR LADY OF ROSARY HOSPITAL, INC.","OUR LADY OF ROSARY HOSPITAL, INC.",REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,MACABEBE,PH035410000,0.0,0.0,2020-07-03 15:31:55,2020-07-03 15:31:55,2020-07-03 00:00:00,5,0,0,0,6,0,0,0,2,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
788,MOTHER TERESA OF CALCUTTA MEDICAL CENTER,MOTHER TERESA OF CALCUTTA MEDICAL CENTER,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,CITY OF SAN FERNANDO (CAPITAL),PH035416000,0.0,0.0,2020-07-07 10:13:01,2020-07-07 10:13:01,2020-07-07 00:00:00,123,9,1,4,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
968,"OUR LADY OF MT. CARMEL MEDICAL CENTER, INC.",OUR LADY OF MT. CARMEL MEDICAL CENTER,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,CITY OF SAN FERNANDO (CAPITAL),PH035416000,0.0,0.0,2020-07-10 11:24:03,2020-07-10 11:24:03,2020-07-10 00:00:00,100,0,9,4,2,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
658,MEXICO COMMUNITY HOSPITAL,MEXICO COMMUNITY HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,MEXICO,PH035413000,0.0,0.0,2020-07-04 12:02:08,2020-07-04 12:02:08,2020-07-04 00:00:00,50,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
305,GREEN CITY MEDICAL CENTER,GREEN CITY MEDICAL CENTER,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,CITY OF SAN FERNANDO (CAPITAL),PH035416000,0.0,0.0,2020-07-03 08:29:44,2020-07-03 08:29:44,2020-07-03 00:00:00,100,10,0,8,5,1,1,8,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1433,PRI MEDICAL CENTER,PRI MEDICAL CENTER,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,ANGELES CITY,PH035401000,0.0,0.0,2020-08-19 15:08:58,2020-08-19 15:08:58,2020-08-19 00:00:00,402,2,1,2,6,1,1,3,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175,"TIGLAO MEDICAL CENTER FOUNDATION, INC.","TIGLAO MEDICAL CENTER FOUNDATION, INC.",REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,MABALACAT CITY,PH035409000,0.0,0.0,2020-07-02 15:25:45,2020-07-02 15:25:45,2020-07-02 00:00:00,17,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
800,DR. ANDRES LUCIANO JR. MEMORIAL HOSPITAL,DR. ANDRES LUCIANO JR. MEMORIAL HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,MAGALANG,PH035411000,0.0,0.0,2020-07-07 11:17:03,2020-07-07 11:17:03,2020-07-07 00:00:00,71,0,0,2,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
865,BASA AIRBASE HOSPITAL,BASA AIRBASE HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,FLORIDABLANCA,PH035406000,0.0,0.0,2020-07-08 07:41:43,2020-07-08 07:41:43,2020-07-08 00:00:00,17,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1413,"FLORIDABLANCA DOCTORS? HOSPITAL, INC.","FLORIDABLANCA DOCTORS HOSPITAL, INC.",REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,FLORIDABLANCA,PH035406000,0.0,0.0,2020-08-11 13:43:41,2020-08-07 11:33:22,2020-08-11 00:00:00,80,5,0,2,10,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1403,"ST. RAPHAEL FOUNDATION & MEDICAL CENTER, INC.","ST. RAPHAEL FOUNDATION MEDICAL CENTER, INC.",REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,MABALACAT CITY,PH035409000,0.0,0.0,2020-08-05 14:56:29,2020-08-05 14:56:29,2020-08-05 00:00:00,80,0,5,0,15,1,1,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1158,R.S. CLINIC AND HOSPITAL,R.S. CLINIC AND HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,ANGELES CITY,PH035401000,0.0,0.0,2020-07-16 13:37:18,2020-07-16 13:37:18,2020-07-16 00:00:00,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1
1402,"V.L. MAKABALI MEMORIAL HOSPITAL, INC.","V.L. MAKABALI MEMORIAL HOSPITAL, INC.",REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,CITY OF SAN FERNANDO (CAPITAL),PH035416000,0.0,0.0,2020-08-05 14:54:57,2020-08-05 14:54:57,2020-08-05 00:00:00,97,4,0,2,0,1,0,2,18,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
899,MABALACAT DISTRICT HOSPITAL,MABALACAT DISTRICT HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,MABALACAT CITY,PH035409000,0.0,0.0,2020-07-08 15:40:11,2020-07-08 15:40:11,2020-07-08 00:00:00,70,0,0,1,5,1,1,1,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
1482,"THE MEDICAL CITY CLARK, INC.","THE MEDICAL CITY CLARK, INC.",REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,MABALACAT CITY,PH035409000,0.0,0.0,2020-09-22 12:20:53,2020-09-22 12:20:53,2020-09-22 00:00:00,100,9,0,0,15,1,1,3,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
407,E.D. LIM MATERNITY AND GENERAL HOSPITAL,E.D. LIM MEDICAL CENTER,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,APALIT,PH035402000,0.0,0.0,2020-07-03 10:46:45,2020-07-03 10:46:45,2020-07-03 00:00:00,41,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
192,APALIT DOCTORS HOSPITAL INC.,APALIT DOCTORS HOSPITAL INC.,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,APALIT,PH035402000,0.0,0.0,2020-07-02 15:41:49,2020-07-02 15:41:49,2020-07-02 00:00:00,25,0,0,1,4,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
22,"SAINT JOSEPH HOSPITAL OF REMEDIOS,  INC.","ST. JOSEPH HOSPITAL OF REMEDIOS, INC.",REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,LUBAO,PH035408000,0.0,0.0,2020-07-02 09:25:49,2020-07-02 09:25:49,2020-07-02 00:00:00,25,0,3,0,0,1,1,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,LINGAP GENERAL HOSPITAL,LINGAP GENERAL HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,ARAYAT,PH035403000,0.0,0.0,2020-07-02 16:52:08,2020-07-02 16:52:08,2020-07-02 00:00:00,18,0,0,1,1,0,0,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1436,SACRED HEART MEDICAL CENTER,SACRED HEART MEDICAL CENTER,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,ANGELES CITY,PH035401000,0.0,0.0,2020-08-21 14:23:34,2020-08-21 14:23:34,2020-08-21 00:00:00,60,0,9,1,4,1,1,2,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
66,DR. WILFREDO G. CORTES HOSPITAL INC.,DR. WILFREDO G. CORTEZ HOSPITAL INC.,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,ARAYAT,PH035403000,0.0,0.0,2020-07-02 12:07:08,2020-07-02 12:07:08,2020-07-02 00:00:00,20,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
1481,"ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER, INC.","ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER, INC.",REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,ANGELES CITY,PH035401000,0.0,0.0,2020-09-22 09:43:04,2020-09-22 09:43:04,2020-09-22 00:00:00,170,22,0,7,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
326,ASCCOM MEDICAL CENTER,ASCCOM MEDICAL CENTER,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,APALIT,PH035402000,0.0,0.0,2020-07-03 09:10:21,2020-07-03 09:10:21,2020-07-03 00:00:00,29,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
284,"ROSARIO MEMORIAL HOSPITAL OF GUAGUA, INC.","ROSARIO MEMORIAL HOSPITAL OF GUAGUA, INC.",REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,GUAGUA,PH035407000,0.0,0.0,2020-07-03 06:56:03,2020-07-03 06:56:03,2020-07-03 00:00:00,60,0,5,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1431,"HOLY FAMILY MEDICAL CENTER, INC.","HOLY FAMILY MEDICAL CENTER, INC.",REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,ANGELES CITY,PH035401000,0.0,0.0,2020-08-17 11:26:52,2020-08-17 11:26:52,2020-08-17 00:00:00,25,0,0,3,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1148,JOSE SONGCO LAPID DISTRICT HOSPITAL,JOSE SONGCO LAPID DISTRICT HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,PORAC,PH035415000,0.0,0.0,2020-07-16 09:25:32,2020-07-16 09:25:32,2020-07-16 00:00:00,86,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
55,LAXAMANA PEDIATRIC CLINIC,LAXAMANA PEDIATRIC CLINIC,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,MAGALANG,PH035411000,0.0,0.0,2020-07-02 11:38:36,2020-07-02 11:38:36,2020-07-02 00:00:00,7,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
861,"ANGELES MEDICAL CENTER, INC.","ANGELES MEDICAL CENTER, INC.",REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,ANGELES CITY,PH035401000,0.0,0.0,2020-07-07 23:07:50,2020-07-07 23:07:50,2020-07-07 00:00:00,56,0,6,4,4,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
904,RICARDO P. RODRIGUEZ MEMORIAL HOSPITAL,RICARDO P. RODRIGUEZ MEMORIAL HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,CITY OF SAN FERNANDO (CAPITAL),PH035416000,0.0,0.0,2020-07-08 16:31:58,2020-07-08 16:31:58,2020-07-08 00:00:00,58,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
866,AIRFORCE CITY HOSPITAL,AIRFORCE CITY HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,ANGELES CITY,PH035401000,0.0,0.0,2020-07-08 07:53:09,2020-07-08 07:53:09,2020-07-08 00:00:00,25,0,0,2,2,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1413,"FLORIDABLANCA DOCTORS? HOSPITAL, INC.","FLORIDABLANCA DOCTORS HOSPITAL, INC.",REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,FLORIDABLANCA,PH035406000,0.0,0.0,2020-08-07 11:33:22,2020-08-07 11:33:22,2020-08-07 00:00:00,80,5,0,2,10,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
334,SAN FERNANDINO HOSPITAL,SAN FERNANDINO HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,CITY OF SAN FERNANDO (CAPITAL),PH035416000,0.0,0.0,2020-07-03 09:17:49,2020-07-03 09:17:49,2020-07-03 00:00:00,60,0,2,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1322,RICARDO P. RODRIGUEZ MEMORIAL HOSPITAL (ANNEX SPECIALTY HOSP,RICARDO P. RODRIGUEZ MEMORIAL HOSPITAL (ANNEX SPECIALTY HOSPITAL),REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,BACOLOR,PH035404000,0.0,0.0,2020-07-30 21:13:32,2020-07-30 21:13:32,2020-07-30 00:00:00,25,0,0,2,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
1488,QUALI-LIFE MEDICAL AND LYING-IN CLINIC,QUALI-LIFE MEDICAL AND LYING-IN CLINIC,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,MABALACAT CITY,PH035409000,0.0,0.0,2020-10-06 10:18:56,2020-10-06 10:18:56,2020-10-06 00:00:00,14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0
1406,ARAYAT DOCTORS HOSPITAL,ARAYAT DOCTORS HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,ARAYAT,PH035403000,0.0,0.0,2020-08-06 11:08:44,2020-08-06 11:08:44,2020-08-06 00:00:00,30,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0
1409,ROMANA PANGAN DISTRICT HOSPITAL,ROMANA PANGAN DISTRICT HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,FLORIDABLANCA,PH035406000,0.0,0.0,2020-08-06 14:07:11,2020-08-06 14:07:11,2020-08-06 00:00:00,170,0,0,3,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
725,M. NAPE?AS MULTISPECIALTY HOSPITAL,M. NAPEÑAS MULTISPECIALTY HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,CONCEPCION,PH036905000,0.0,0.0,2020-07-06 06:54:53,2020-07-06 06:54:53,2020-07-06 00:00:00,24,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
395,CAPAS MEDICAL CENTER,CAPAS MEDICAL CENTER,REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,CAPAS,PH036904000,0.0,0.0,2020-07-03 10:32:34,2020-07-03 10:32:34,2020-07-03 00:00:00,48,0,4,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
295,GERONA HOSPITAL OF THE SACRED HEART,GERONA HOSPITAL OF THE SACRED HEART,REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,GERONA,PH036906000,0.0,0.0,2020-07-03 07:42:35,2020-07-03 07:42:35,2020-07-03 00:00:00,20,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
307,DR. EUTIQUIO LL. ATANACIO JR. MEMORIAL HOSPITAL,DR. EUTIQUIO LL. ATANACIO JR. MEMORIAL HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,CONCEPCION,PH036905000,0.0,0.0,2020-07-03 08:35:01,2020-07-03 08:35:01,2020-07-03 00:00:00,25,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
1185,"LOVING MOTHER GENERAL HOSPITAL AND DIAGNOSTIC CENTER, INC.","LOVING MOTHER GENERAL HOSPITAL AND DIAGNOSTIC CENTER, INC.",REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,CITY OF TARLAC (CAPITAL),PH036916000,0.0,0.0,2020-07-17 18:15:46,2020-07-17 18:15:46,2020-07-17 00:00:00,85,2,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
412,PANIQUI GENERAL HOSPITAL,PANIQUI GENERAL HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,PANIQUI,PH036910000,0.0,0.0,2020-07-13 15:31:08,2020-07-03 10:54:39,2020-07-13 00:00:00,166,0,0,5,0,0,0,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
396,DIVINE MERCY HOSPITAL,DIVINE MERCY HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,BAMBAN,PH036902000,0.0,0.0,2020-07-03 10:33:12,2020-07-03 10:33:12,2020-07-03 00:00:00,18,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1190,JOWELL GENERAL HOSPITAL,JOWELL GENERAL HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,PANIQUI,PH036910000,0.0,0.0,2020-07-18 09:52:39,2020-07-18 09:52:39,2020-07-18 00:00:00,20,0,0,0,0,1,1,4,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
307,DR. EUTIQUIO LL. ATANACIO JR. MEMORIAL HOSPITAL,DR. EUTIQUIO LL. ATANACIO JR. MEMORIAL HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,CONCEPCION,PH036905000,0.0,0.0,2020-12-04 09:29:46,2020-07-03 08:35:01,2020-12-04 00:00:00,17,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
697,"RAYOS-VALENTIN HOSPITAL, INC","RAYOS-VALENTIN HOSPITAL, INC",REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,PANIQUI,PH036910000,0.0,0.0,2020-07-05 09:03:14,2020-07-05 09:03:14,2020-07-05 00:00:00,45,0,0,0,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1180,RAMOS GENERAL HOSPITAL,RAMOS GENERAL HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,CITY OF TARLAC (CAPITAL),PH036916000,0.0,0.0,2020-07-17 13:44:38,2020-07-17 13:44:38,2020-07-17 00:00:00,81,0,9,0,0,1,0,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
414,SAINT ANDREA MATERNITY AND GENERAL HOSPITAL,SAINT ANDREA MATERNITY AND GENERAL HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,CAPAS,PH036904000,0.0,0.0,2020-07-03 11:02:06,2020-07-03 11:02:06,2020-07-03 00:00:00,24,0,0,0,3,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
412,PANIQUI GENERAL HOSPITAL,PANIQUI GENERAL HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,PANIQUI,PH036910000,0.0,0.0,2020-07-03 11:50:33,2020-07-03 10:54:39,2020-07-03 00:00:00,166,0,0,2,0,0,0,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1196,SALVADOR GENERAL HOSPITAL,SALVADOR GENERAL HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,CAMILING,PH036903000,0.0,0.0,2020-07-19 13:34:26,2020-07-19 13:34:26,2020-07-19 00:00:00,20,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
515,CAMP AQUINO STATION HOSPITAL,CAMP AQUINO STATION HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,CITY OF TARLAC (CAPITAL),PH036916000,0.0,0.0,2020-07-03 14:41:38,2020-07-03 14:41:38,2020-07-03 00:00:00,29,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
424,"SE?OR STO. NI?O HOSPITAL, INC.","SEÑOR STO NIÑO HOSPITAL, INC.",REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,CAMILING,PH036903000,0.0,0.0,2020-07-03 11:16:18,2020-07-03 11:16:18,2020-07-03 00:00:00,75,0,7,1,0,1,1,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
650,DR. JOHN A. IGLESIA MEDICAL CLINIC,DR. JOHN A. IGLESIA MEDICAL CLINIC,REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,CAMILING,PH036903000,0.0,0.0,2020-07-04 10:48:54,2020-07-04 10:48:54,2020-07-04 00:00:00,11,0,0,0,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
629,HOLY TRINITY HOSPITAL,HOLY TRINITY HOSPITAL OF TARLAC CITY INC.,REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,CITY OF TARLAC (CAPITAL),PH036916000,0.0,0.0,2020-07-04 07:10:19,2020-07-04 07:10:19,2020-07-04 00:00:00,10,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0
1003,GILBERTO O. TEODORO MEMORIAL HOSPITAL,GILBERTO O. TEODORO MEMORIAL HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,CAMILING,PH036903000,0.0,0.0,2020-07-11 09:49:48,2020-07-11 09:49:48,2020-07-11 00:00:00,25,0,0,0,6,0,0,1,4,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
408,"CONGRESSMAN ENRIQUE ""HENRY"" M. COJUANGCO MEMORIAL DISTRICT H","CONGRESSMAN ENRIQUE ""HENRY"" M. COJUANGCO MEMORIAL DISTRICT HOSPITAL",REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,MONCADA,PH036909000,0.0,0.0,2020-07-03 10:47:22,2020-07-03 10:47:22,2020-07-03 00:00:00,15,0,2,0,8,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1266,JECSONS MEDICAL CENTER,JECSONS MEDICAL CENTER,REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,CITY OF TARLAC (CAPITAL),PH036916000,0.0,0.0,2020-07-27 15:36:18,2020-07-27 15:36:18,2020-07-27 00:00:00,50,4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
783,CONCEPCION DISTRICT HOSPITAL,CONCEPCION DISTRICT HOSPITAL,REGION III (CENTRAL LUZON),PH030000000,TARLAC,PH036900000,CONCEPCION,PH036905000,0.0,0.0,2020-07-07 09:12:26,2020-07-07 09:12:26,2020-07-07 00:00:00,52,0,0,3,5,0,0,1,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
